id,original_text,masked_text
train_002369,طبعا انت نسيت تقول ان الريس هو صاحب قرار حرب اكتوبر ومش بعيد هو اللي طرد السوفيت ليه لاء وكمان بني السد العالي واحتمال ان طرد الانجليز وخلع الملك ويجوز ان الريس ممكن يقطع عن المياة والنور ويحصل ضرايب ومعتقلات وناس بتاكل من الزبالة مع ان ف ناس ف عصرة الميمون بتأكل الكلاب لحمة مرتين ف اليوم وناس بتاكل العضم بشربه مرة بالسنه فوق يا اخ مفيش حد جاهل غيرك ومش كل واحد يمسك منصب مخلد ولا يورثة لابنه اسمها قبل كلمة مصر ( جمهورية ) مصر ودي كفيل امام اي قضاء ف الدنيا انه يمنع العكمة اللي انته بتعملوها تعرف ربنا ربنا عمره ما بيظلم لو صحيح الريس عمل خير هيلاقيه ول عمل حاجات تنيه هيلاقية وكما بعث علي بن ابي طالب رضي الله عنه خطابه الي احد الملوك وقال في من ميت ابن ميت ولم يقل امير او وزير والعملية هانت عشان ربنا عمره ما بيظلم وحرم الظلم كمان علي,طبعا انت نسيت تقول ان الريس هو صاحب قرار حرب اكتوبر ومش بعيد هو اللي طرد السوفيت ليه لاء وكمان بني [LOC_1] واحتمال ان طرد الانجليز وخلع الملك ويجوز ان الريس ممكن يقطع عن المياة والنور ويحصل ضرايب ومعتقلات وناس بتاكل من الزبالة مع ان ف ناس ف عصرة الميمون بتأكل الكلاب لحمة مرتين ف اليوم وناس بتاكل العضم بشربه مرة بالسنه فوق يا اخ مفيش حد جاهل غيرك ومش كل واحد يمسك منصب مخلد ولا يورثة لابنه اسمها قبل كلمة [LOC_2] ( جمهورية ) [LOC_2] ودي كفيل امام اي قضاء ف الدنيا انه يمنع العكمة اللي انته بتعملوها تعرف ربنا ربنا عمره ما بيظلم لو صحيح الريس عمل خير هيلاقيه ول عمل حاجات تنيه هيلاقية وكما بعث [PERSON_1] رضي الله عنه خطابه الي احد الملوك وقال في من ميت ابن ميت ولم يقل امير او وزير والعملية هانت عشان ربنا عمره ما بيظلم وحرم الظلم كمان علي
train_002370,لا يكون هذا تصنيف الخبل أبو أتحاد الشقة الواحدة والسكرتيرة زوجتة ! !,لا يكون هذا تصنيف الخبل أبو [ORG_1] الشقة الواحدة والسكرتيرة زوجتة ! !
train_002371,وهل تعتقد بأن المرور في المملكة يؤدي الدور المنوط به كاملاً ؟,وهل تعتقد بأن المرور في [LOC_1] يؤدي الدور المنوط به كاملاً ؟
train_002372,هذي من وين جايبينها من اي مزرعة,هذي من وين جايبينها من اي مزرعة
train_002373,"من يوم قراءت عبارة علمت دنيا الرياضة , وانا مرتاح لان علمت هذة العبارة لها عدة احتمالات . الاحتمال الاول ان صابت الكلمة قالوا سبق لدنيا الرياضة ان تطرقت لهذة الموضوع وان اخطأةاسكتوا على الموضوع ولم يعقبوا عليه . يعني فقط ارباك الجمهور فقط اما الإدارة فهي تعلم بان حسام مقتنع بقوف نادي النادي معه","من يوم قراءت عبارة علمت [ORG_1] , وانا مرتاح لان علمت هذة العبارة لها عدة احتمالات . الاحتمال الاول ان صابت الكلمة قالوا سبق ل[ORG_1] ان تطرقت لهذة الموضوع وان اخطأةاسكتوا على الموضوع ولم يعقبوا عليه . يعني فقط ارباك الجمهور فقط اما الإدارة فهي تعلم بان [PERSON_1] مقتنع بقوف نادي النادي معه"
train_002374,علما باني هلالي . . . بس الخبر ماله سنع وواضح انه استفزازي للاعبين النصر,علما باني [ORG_1] . . . بس الخبر ماله سنع وواضح انه استفزازي للاعبين [ORG_2]
train_002375,احين يخرجن من بيوتهن متزينات ومتبرجات مو زي اول وبعد جاي تزيد الطين بله حسبنا,احين يخرجن من بيوتهن متزينات ومتبرجات مو زي اول وبعد جاي تزيد الطين بله حسبنا
train_002376,شهرتك على إلي يتابع القناة,شهرتك على إلي يتابع القناة
train_002377,ياريت أصحاب التعليقات كلها سواء حسنة أو سيئة يخليهم في حالهم لأن دي أمور بين الطرفين بالمفاوضات الجادة ممكن تتحل . . أما هذه التعليقات فمن دورها توسع الفجوة بين الأشقاء في البلدين ، والأخوة السعوديين سواء كانوا أفراد أو مسئولين محترمين جداً جداً,ياريت أصحاب التعليقات كلها سواء حسنة أو سيئة يخليهم في حالهم لأن دي أمور بين الطرفين بالمفاوضات الجادة ممكن تتحل . . أما هذه التعليقات فمن دورها توسع الفجوة بين الأشقاء في البلدين ، والأخوة السعوديين سواء كانوا أفراد أو مسئولين محترمين جداً جداً
train_002378,وبنرجع وبنقول الفيصلي بطل الكاس ورافع الراس يا,وبنرجع وبنقول [ORG_1] بطل الكاس ورافع الراس يا
train_002379,عادي جدا لا جمهور المارد الاخضر ولا جمهور الفيصلي يستغرب لانه هذا مستوى الفيصلي الحقيقي حتى الدوري جاءهم هديه على طبق من ذهب بعد مسلسل خدني جيتك الحلقه الاولى . ولكن جمهور الفيصلي يأبى الا ان يكابر حتى بعد خسارتهم سوف يكابرون .,عادي جدا لا جمهور المارد الاخضر ولا جمهور [ORG_1] يستغرب لانه هذا مستوى [ORG_1] الحقيقي حتى الدوري جاءهم هديه على طبق من ذهب بعد مسلسل خدني جيتك الحلقه [NUM_1] . ولكن جمهور [ORG_1] يأبى الا ان يكابر حتى بعد خسارتهم سوف يكابرون .
train_002380,أولا مهما قاله الأب أو الأم شوكة ، أو دهسة أو غيرها ! ! لماذا لا يأخذ بعين الإعتبار ما يسمى بالفحص السريري و المخبري ! ! يا أيها الطبيب إطلب خزعة ، عينة دم قبل إتخاذ أي قرار ! ! اما إنك تنظر و تعمل إنك فاهم لأنو في حالات مشابهة مرت عليك ! ! لو أنه يفهم يعرف إن كانت الإصابة إثر رضة أو كسر أو تمزق من خلال بعض الحركات ! ! صحيح يا أطباء الكسور !,أولا مهما قاله الأب أو الأم شوكة ، أو دهسة أو غيرها ! ! لماذا لا يأخذ بعين الإعتبار ما يسمى بالفحص السريري و المخبري ! ! يا أيها الطبيب إطلب خزعة ، عينة دم قبل إتخاذ أي قرار ! ! اما إنك تنظر و تعمل إنك فاهم لأنو في حالات مشابهة مرت عليك ! ! لو أنه يفهم يعرف إن كانت الإصابة إثر رضة أو كسر أو تمزق من خلال بعض الحركات ! ! صحيح يا أطباء الكسور !
train_002381,يجب اشهار اسم الشركة لمقاطعتها او طردها من السعودية اذا كانت,يجب اشهار اسم الشركة لمقاطعتها او طردها من [LOC_1] اذا كانت
train_002382,وحق التعدد ماذكر ربه يمكن كل شي,وحق التعدد ماذكر ربه يمكن كل شي
train_002383,ياعالم هدا شي طبيعي لانو البرسا افضل نادي بالعالم وهاردلك,ياعالم هدا شي طبيعي لانو [ORG_1] افضل نادي بالعالم وهاردلك
train_002384,الأفضل إلحاق هذين الرضيعين بالحضانة ثم رعاية,الأفضل إلحاق هذين الرضيعين بالحضانة ثم رعاية
train_002385,ليه كده دا حتي العصير أحسن من,ليه كده دا حتي العصير أحسن من
train_002386,هلا بسمو الامير بندر بن,هلا بسمو الامير [PERSON_1] بن
train_002387,فين برنامج الريس اللى كان ف انتخابات 2005 واتحقق منه ايه وليه مش حاسيين بيه انت كلامك صح ان الدكتور البرادعى مش ليه اجنده او برنامج بس برده الريس لم يحقق البرنامج بتاعه ولا حسينا بحاجه كويسه بالعكس الدنيا بتغلى اكتر والاجور زى ماهى لو الريس نزل الانتجابات بالبرنامج بتاعه اكيد مش هديله صوتى لانه مش عمل البرنامج القديم علشان يعمل,فين برنامج الريس اللى كان ف انتخابات [NUM_1] واتحقق منه ايه وليه مش حاسيين بيه انت كلامك صح ان الدكتور [PERSON_1] مش ليه اجنده او برنامج بس برده الريس لم يحقق البرنامج بتاعه ولا حسينا بحاجه كويسه بالعكس الدنيا بتغلى اكتر والاجور زى ماهى لو الريس نزل الانتجابات بالبرنامج بتاعه اكيد مش هديله صوتى لانه مش عمل البرنامج القديم علشان يعمل
